ID_IPEDS,STABBR,year,degree_bach,public,enroll_ftug,grant_federal
443465,KS,2011,0,1,13,13.0
443474,NC,2011,0,1,67,66.0
443739,MO,2011,0,1,148,99.0
443881,GA,2011,0,1,77,76.0
443890,TN,2011,0,1,113,107.0
443906,OH,2011,0,1,10,10.0
443924,AR,2011,0,1,119,115.0
444389,TX,2011,0,1,242,133.0
444750,AR,2011,0,1,12,12.0
445018,WV,2011,0,1,240,199.0
445337,TX,2011,0,1,222,210.0
445452,CA,2011,0,1,1210,1174.0
445531,AR,2011,0,1,24,23.0
445601,TN,2011,0,1,292,215.0
445610,MO,2011,0,1,68,50.0
445674,WV,2011,0,1,145,116.0
445717,CA,2011,0,1,72,71.0
446437,CA,2011,0,1,139,127.0
446491,KY,2011,0,1,16,15.0
446507,UT,2011,0,1,13,11.0
446710,MO,2011,0,1,26,25.0
446738,TX,2011,0,1,47,47.0
446747,TX,2011,0,1,50,44.0
446756,VA,2011,0,1,45,38.0
446765,NC,2011,0,1,15,15.0
446853,OR,2011,0,1,127,68.0
447157,AZ,2011,0,1,17,16.0
447351,CA,2011,0,1,100,99.0
447388,TX,2011,0,1,513,333.0
447652,GA,2011,0,1,26,25.0
447661,NV,2011,0,1,15,15.0
448053,NY,2011,0,1,114,85.0
448266,WA,2011,0,1,22,21.0
448372,CA,2011,0,1,3,3.0
448406,IL,2011,0,1,167,151.0
448521,NE,2011,0,1,12,12.0
448530,AR,2011,0,1,62,61.0
448558,WI,2011,0,1,11,11.0
448831,PA,2011,0,1,10,9.0
449375,CA,2011,0,1,130,114.0
450155,WI,2011,0,1,106,78.0
450474,GA,2011,0,1,52,52.0
450492,TN,2011,0,1,42,40.0
451422,NY,2011,0,1,98,98.0
451440,NY,2011,0,1,146,146.0
451592,VA,2011,0,1,3,0.0
451802,SC,2011,0,1,19,19.0
451811,SC,2011,0,1,37,37.0
452540,OH,2011,0,1,8,8.0
452841,GA,2011,0,1,91,87.0
452984,OH,2011,0,1,0,
453127,KY,2011,0,1,1,1.0
453349,OH,2011,0,1,161,136.0
453923,OH,2011,0,1,0,
454731,CA,2011,0,1,180,174.0
455248,NY,2011,0,1,2,2.0
455372,UT,2011,0,1,26,26.0
455415,WI,2011,0,1,3,3.0
455497,AL,2011,0,1,128,78.0
455743,CA,2011,0,1,73,71.0
455789,CO,2011,0,1,6,6.0
456250,NV,2011,0,1,93,88.0
456278,OH,2011,0,1,32,30.0
456630,UT,2011,0,1,1,1.0
456667,OH,2011,0,1,5,4.0
456852,CA,2011,0,1,213,211.0
457217,AZ,2011,0,1,31,31.0
457280,CA,2011,0,1,78,74.0
458308,KS,2011,0,1,25,24.0
458371,MI,2011,0,1,139,133.0
458627,IN,2011,0,1,114,112.0
459815,NM,2011,0,1,104,75.0
460668,GA,2011,0,1,35,31.0
461403,MI,2011,0,1,39,31.0
461458,IL,2011,0,1,40,40.0
461616,KS,2011,0,1,21,17.0
461634,CA,2011,0,1,661,517.0
461661,FL,2011,0,1,65,33.0
470852,FL,2011,0,1,17,13.0
476090,AL,2011,0,1,39,32.0
476124,FL,2011,0,1,16,16.0
476151,TX,2011,0,1,32,29.0
476203,OH,2011,0,1,9,8.0
476328,PA,2011,0,1,206,205.0
476382,FL,2011,0,1,7,7.0
476391,FL,2011,0,1,9,9.0
476638,NV,2011,0,1,34,22.0
476762,ID,2011,0,1,66,62.0
476832,SC,2011,0,1,5,1.0
478643,KS,2011,0,1,0,
480356,NH,2011,0,1,26,23.0
103361,AK,2012,0,1,10,9.0
104294,AZ,2012,0,1,73,47.0
104665,AZ,2012,0,1,0,
104805,AZ,2012,0,1,443,430.0
105118,AZ,2012,0,1,77,77.0
105516,AZ,2012,0,1,79,74.0
107275,AR,2012,0,1,9,9.0
109332,CA,2012,0,1,116,111.0
110945,CA,2012,0,1,118,118.0
119340,CA,2012,0,1,125,108.0
119368,CA,2012,0,1,29,27.0
119438,CA,2012,0,1,102,94.0
120166,CA,2012,0,1,47,1.0
122694,CA,2012,0,1,62,61.0
136075,FL,2012,0,1,29,28.0
139904,GA,2012,0,1,472,457.0
146621,IL,2012,0,1,7,7.0
152220,IN,2012,0,1,52,36.0
157359,KY,2012,0,1,216,203.0
159443,LA,2012,0,1,517,464.0
167543,MA,2012,0,1,46,46.0
174482,MN,2012,0,1,0,
176026,MS,2012,0,1,0,
176549,MO,2012,0,1,72,61.0
178606,MO,2012,0,1,0,
179724,MO,2012,0,1,28,28.0
182430,NV,2012,0,1,103,101.0
182908,NH,2012,0,1,9,5.0
184135,NJ,2012,0,1,150,149.0
193380,NY,2012,0,1,0,
193788,NY,2012,0,1,76,0.0
194541,NY,2012,0,1,495,465.0
195492,NY,2012,0,1,0,
195687,NY,2012,0,1,6,5.0
198996,NC,2012,0,1,30,3.0
202189,OH,2012,0,1,50,45.0
205708,OH,2012,0,1,30,26.0
205726,OH,2012,0,1,45,38.0
211750,PA,2012,0,1,75,75.0
212425,PA,2012,0,1,82,72.0
213312,PA,2012,0,1,93,92.0
213686,PA,2012,0,1,11,11.0
217244,RI,2012,0,1,46,23.0
220941,TN,2012,0,1,278,248.0
222673,TX,2012,0,1,114,100.0
222707,TX,2012,0,1,46,44.0
223214,TX,2012,0,1,0,
223658,TX,2012,0,1,211,207.0
223667,TX,2012,0,1,18,18.0
224907,TX,2012,0,1,148,148.0
228291,TX,2012,0,1,23,21.0
233912,VA,2012,0,1,80,72.0
234687,WA,2012,0,1,12,10.0
237419,WV,2012,0,1,0,
245032,KY,2012,0,1,60,55.0
248776,GA,2012,0,1,81,79.0
249061,IL,2012,0,1,76,76.0
250832,VT,2012,0,1,42,41.0
262457,CA,2012,0,1,33,32.0
364317,MD,2012,0,1,0,
364593,TX,2012,0,1,2,0.0
364618,PA,2012,0,1,48,45.0
365453,OK,2012,0,1,4,3.0
366447,GA,2012,0,1,87,83.0
367316,TX,2012,0,1,231,201.0
372213,AZ,2012,0,1,14275,13390.0
372222,CA,2012,0,1,103,90.0
373119,IL,2012,0,1,86,78.0
373340,KS,2012,0,1,15,15.0
373827,ME,2012,0,1,108,100.0
374112,MO,2012,0,1,9,9.0
377643,WV,2012,0,1,36,25.0
381741,CO,2012,0,1,31,29.0
384209,AZ,2012,0,1,197,189.0
391810,TX,2012,0,1,52,47.0
404921,FL,2012,0,1,81,81.0
405979,AZ,2012,0,1,46,44.0
405988,CO,2012,0,1,41,38.0
406006,CA,2012,0,1,41,37.0
406015,CA,2012,0,1,169,162.0
406051,GA,2012,0,1,27,27.0
407504,OH,2012,0,1,56,55.0
409166,NV,2012,0,1,37,37.0
410539,CO,2012,0,1,76,74.0
411374,IL,2012,0,1,1011,897.0
413635,CA,2012,0,1,130,95.0
413918,WI,2012,0,1,19,19.0
416962,NV,2012,0,1,77,76.0
417576,ME,2012,0,1,202,154.0
417743,MO,2012,0,1,12,10.0
417901,NY,2012,0,1,0,
418287,OK,2012,0,1,60,48.0
419262,IN,2012,0,1,10,8.0
419509,CA,2012,0,1,85,79.0
421009,LA,2012,0,1,29,28.0
421018,MI,2012,0,1,67,64.0
422020,CA,2012,0,1,4,4.0
423582,TX,2012,0,1,151,151.0
425870,MA,2012,0,1,5,5.0
430050,MN,2012,0,1,72,70.0
430643,MO,2012,0,1,0,
430847,NJ,2012,0,1,2,1.0
430999,NJ,2012,0,1,177,175.0
432232,FL,2012,0,1,38,35.0
434034,MD,2012,0,1,0,
434122,WV,2012,0,1,0,
434946,FL,2012,0,1,51,41.0
434955,FL,2012,0,1,32,31.0
434964,FL,2012,0,1,43,35.0
434982,OK,2012,0,1,31,31.0
434991,OK,2012,0,1,9,6.0
436225,FL,2012,0,1,122,110.0
437501,NJ,2012,0,1,34,31.0
437927,CA,2012,0,1,120,115.0
438382,CO,2012,0,1,14,13.0
438416,MI,2012,0,1,98,97.0
438610,PA,2012,0,1,61,58.0
438629,PA,2012,0,1,12,10.0
439039,CT,2012,0,1,166,156.0
439279,MO,2012,0,1,90,86.0
439729,SC,2012,0,1,30,30.0
440110,TN,2012,0,1,174,162.0
440129,TX,2012,0,1,113,101.0
440378,VA,2012,0,1,18,7.0
440396,ID,2012,0,1,44,32.0
440439,TX,2012,0,1,100,88.0
440448,TX,2012,0,1,104,97.0
440846,ID,2012,0,1,57,27.0
441432,FL,2012,0,1,81,81.0
442143,MO,2012,0,1,34,32.0
442152,GA,2012,0,1,135,130.0
442170,TN,2012,0,1,148,128.0
442189,VA,2012,0,1,23,18.0
442444,CA,2012,0,1,45,44.0
442462,NJ,2012,0,1,96,95.0
442648,NV,2012,0,1,281,244.0
443076,NC,2012,0,1,0,
443304,IL,2012,0,1,18,18.0
443429,CA,2012,0,1,77,25.0
443456,OH,2012,0,1,24,23.0
443465,KS,2012,0,1,19,19.0
443474,NC,2012,0,1,99,92.0
443739,MO,2012,0,1,84,79.0
443881,GA,2012,0,1,62,59.0
443890,TN,2012,0,1,125,121.0
443906,OH,2012,0,1,9,8.0
443924,AR,2012,0,1,62,61.0
444389,TX,2012,0,1,262,140.0
444750,AR,2012,0,1,2,2.0
445018,WV,2012,0,1,192,152.0
445337,TX,2012,0,1,49,49.0
445452,CA,2012,0,1,567,544.0
445531,AR,2012,0,1,8,8.0
445601,TN,2012,0,1,244,237.0
445610,MO,2012,0,1,76,73.0
445674,WV,2012,0,1,111,100.0
445717,CA,2012,0,1,61,54.0
446437,CA,2012,0,1,110,77.0
446491,KY,2012,0,1,23,23.0
446507,UT,2012,0,1,8,8.0
446710,MO,2012,0,1,24,22.0
446738,TX,2012,0,1,27,25.0
446747,TX,2012,0,1,39,36.0
446756,VA,2012,0,1,35,30.0
446765,NC,2012,0,1,18,16.0
446853,OR,2012,0,1,134,99.0
447157,AZ,2012,0,1,7,7.0
447351,CA,2012,0,1,24,22.0
447388,TX,2012,0,1,110,110.0
447652,GA,2012,0,1,25,22.0
447661,NV,2012,0,1,6,6.0
448053,NY,2012,0,1,110,104.0
448266,WA,2012,0,1,13,13.0
448372,CA,2012,0,1,0,
448406,IL,2012,0,1,87,87.0
448521,NE,2012,0,1,1,0.0
448530,AR,2012,0,1,30,28.0
448558,WI,2012,0,1,18,18.0
448831,PA,2012,0,1,15,14.0
449375,CA,2012,0,1,70,51.0
450155,WI,2012,0,1,91,88.0
450474,GA,2012,0,1,39,37.0
450492,TN,2012,0,1,53,47.0
451422,NY,2012,0,1,85,55.0
451440,NY,2012,0,1,183,165.0
451592,VA,2012,0,1,1,1.0
451802,SC,2012,0,1,22,15.0
451811,SC,2012,0,1,46,46.0
452540,OH,2012,0,1,0,
452841,GA,2012,0,1,118,117.0
452984,OH,2012,0,1,0,
453127,KY,2012,0,1,1,1.0
453349,OH,2012,0,1,50,46.0
453923,OH,2012,0,1,0,
454731,CA,2012,0,1,160,138.0
455248,NY,2012,0,1,2,1.0
455372,UT,2012,0,1,22,20.0
455415,WI,2012,0,1,3,3.0
455497,AL,2012,0,1,138,112.0
455743,CA,2012,0,1,68,64.0
455789,CO,2012,0,1,7,7.0
456250,NV,2012,0,1,99,85.0
456278,OH,2012,0,1,26,23.0
456630,UT,2012,0,1,1,1.0
456667,OH,2012,0,1,2,2.0
456852,CA,2012,0,1,54,52.0
457217,AZ,2012,0,1,29,29.0
457280,CA,2012,0,1,74,72.0
458308,KS,2012,0,1,24,23.0
458371,MI,2012,0,1,45,45.0
458627,IN,2012,0,1,16,16.0
459222,CA,2012,0,1,0,
459815,NM,2012,0,1,44,41.0
460668,GA,2012,0,1,113,110.0
461403,MI,2012,0,1,24,21.0
461458,IL,2012,0,1,51,51.0
461616,KS,2012,0,1,4,4.0
461634,CA,2012,0,1,500,350.0
461661,FL,2012,0,1,15,0.0
470852,FL,2012,0,1,12,10.0
476090,AL,2012,0,1,55,54.0
476124,FL,2012,0,1,22,21.0
476151,TX,2012,0,1,23,22.0
476203,OH,2012,0,1,8,8.0
476328,PA,2012,0,1,341,329.0
476382,FL,2012,0,1,38,15.0
476391,FL,2012,0,1,84,17.0
476638,NV,2012,0,1,9,6.0
476762,ID,2012,0,1,35,32.0
476832,SC,2012,0,1,29,29.0
478643,KS,2012,0,1,45,30.0
479585,MI,2012,0,1,25,24.0
479600,OR,2012,0,1,36,33.0
479628,IN,2012,0,1,55,51.0
479637,GA,2012,0,1,38,31.0
479646,KS,2012,0,1,22,21.0
479655,IL,2012,0,1,51,49.0
479664,OH,2012,0,1,20,19.0
480356,NH,2012,0,1,26,23.0
480754,MI,2012,0,1,10,0.0
481252,FL,2012,0,1,6,5.0
481261,UT,2012,0,1,19,8.0
481270,MD,2012,0,1,8,8.0
481304,NY,2012,0,1,25,10.0
481492,GA,2012,0,1,13,13.0
481623,TX,2012,0,1,17,14.0
481632,FL,2012,0,1,37,27.0
482352,MO,2012,0,1,0,
482389,OR,2012,0,1,0,
482510,MI,2012,0,1,3,3.0
482529,MN,2012,0,1,5,5.0
482592,OR,2012,0,1,0,
482662,WA,2012,0,1,10,10.0
482671,WI,2012,0,1,2,2.0
110778,CA,2013,0,1,0,
114637,CA,2013,0,1,11,4.0
135559,FL,2013,0,1,0,
155308,KS,2013,0,1,5,3.0
172680,MI,2013,0,1,1,0.0
189990,NY,2013,0,1,96,13.0
191409,NY,2013,0,1,53,30.0
199670,NC,2013,0,1,91,28.0
262165,MT,2013,0,1,5,0.0
373456,LA,2013,0,1,18,13.0
401764,IL,2013,0,1,30,18.0
408729,PA,2013,0,1,43,41.0
439394,FL,2013,0,1,0,
452887,OH,2013,0,1,45,15.0
455664,CA,2013,0,1,0,
459222,CA,2013,0,1,0,
470852,FL,2013,0,1,0,
475398,VA,2013,0,1,0,
476090,AL,2013,0,1,44,42.0
476124,FL,2013,0,1,10,10.0
476151,TX,2013,0,1,22,21.0
476203,OH,2013,0,1,0,
476328,PA,2013,0,1,363,323.0
476382,FL,2013,0,1,41,39.0
476391,FL,2013,0,1,109,25.0
476638,NV,2013,0,1,29,23.0
476762,ID,2013,0,1,39,38.0
476832,SC,2013,0,1,14,13.0
478643,KS,2013,0,1,32,30.0
479585,MI,2013,0,1,42,38.0
479600,OR,2013,0,1,42,40.0
479628,IN,2013,0,1,77,73.0
479637,GA,2013,0,1,41,39.0
479646,KS,2013,0,1,37,34.0
479655,IL,2013,0,1,49,43.0
479664,OH,2013,0,1,14,14.0
480356,NH,2013,0,1,61,58.0
480657,KS,2013,0,1,19,19.0
480754,MI,2013,0,1,6,0.0
480921,AR,2013,0,1,19,18.0
481252,FL,2013,0,1,16,16.0
481261,UT,2013,0,1,25,14.0
481270,MD,2013,0,1,7,7.0
481304,NY,2013,0,1,80,52.0
481401,TX,2013,0,1,0,
481492,GA,2013,0,1,50,40.0
481623,TX,2013,0,1,49,45.0
481632,FL,2013,0,1,41,39.0
481720,NC,2013,0,1,16,15.0
481766,MO,2013,0,1,5,4.0
481890,KY,2013,0,1,24,23.0
481915,MO,2013,0,1,22,20.0
481988,MO,2013,0,1,51,44.0
482033,ID,2013,0,1,148,132.0
482255,NV,2013,0,1,21,16.0
482352,MO,2013,0,1,0,
482389,OR,2013,0,1,0,
482510,MI,2013,0,1,6,6.0
482529,MN,2013,0,1,5,5.0
482592,OR,2013,0,1,0,
482662,WA,2013,0,1,9,7.0
482671,WI,2013,0,1,3,2.0
482705,MA,2013,0,1,0,
482981,TX,2013,0,1,183,51.0
482990,AZ,2013,0,1,73,73.0
483221,CA,2013,0,1,386,0.0
483230,CA,2013,0,1,50,50.0
483258,IL,2013,0,1,42,34.0
483276,OK,2013,0,1,10,10.0
483328,IL,2013,0,1,30,25.0
483337,SC,2013,0,1,24,21.0
483346,PA,2013,0,1,9,8.0
483355,LA,2013,0,1,100,98.0
483364,LA,2013,0,1,68,48.0
483373,CA,2013,0,1,19,16.0
483382,NY,2013,0,1,124,81.0
483425,NC,2013,0,1,6,6.0
483443,CA,2013,0,1,0,
483470,FL,2013,0,1,54,48.0
483504,MI,2013,0,1,40,36.0
483513,TX,2013,0,1,12,8.0
483522,OK,2013,0,1,3,3.0
483568,RI,2013,0,1,23,18.0
483610,CA,2013,0,1,90,43.0
483629,IN,2013,0,1,236,233.0
483638,GA,2013,0,1,2,0.0
483647,OH,2013,0,1,23,10.0
483665,OK,2013,0,1,22,21.0
483692,FL,2013,0,1,105,51.0
483708,NY,2013,0,1,320,24.0
483717,OK,2013,0,1,23,10.0
483726,VA,2013,0,1,7,0.0
483735,TX,2013,0,1,18,13.0
483744,TN,2013,0,1,24,19.0
483753,PA,2013,0,1,52,48.0
483780,VA,2013,0,1,0,
483799,WI,2013,0,1,4,0.0
483805,VA,2013,0,1,61,0.0
483814,VA,2013,0,1,213,105.0
483823,PA,2013,0,1,45,42.0
483841,NY,2013,0,1,150,50.0
483850,NY,2013,0,1,0,
483869,FL,2013,0,1,0,
483878,CA,2013,0,1,9,1.0
483887,TN,2013,0,1,28,10.0
483896,FL,2013,0,1,42,39.0
483902,FL,2013,0,1,75,32.0
483911,IL,2013,0,1,10,9.0
483920,OH,2013,0,1,30,18.0
483939,LA,2013,0,1,17,12.0
483948,LA,2013,0,1,29,29.0
483957,CA,2013,0,1,24,20.0
483966,NV,2013,0,1,26,26.0
483984,IL,2013,0,1,24,24.0
484002,CA,2013,0,1,75,55.0
484011,NY,2013,0,1,62,18.0
484020,NC,2013,0,1,5,5.0
484039,FL,2013,0,1,4,3.0
484048,TX,2013,0,1,27,22.0
484057,MA,2013,0,1,114,7.0
484066,KY,2013,0,1,64,63.0
484075,FL,2013,0,1,11,11.0
484084,IL,2013,0,1,33,8.0
484093,MI,2013,0,1,0,
484109,IN,2013,0,1,0,
484118,MI,2013,0,1,7,6.0
484127,CT,2013,0,1,29,12.0
484136,TX,2013,0,1,41,8.0
484154,TX,2013,0,1,20,9.0
484163,AZ,2013,0,1,8,8.0
484172,FL,2013,0,1,33,4.0
484190,LA,2013,0,1,7,7.0
484206,CA,2013,0,1,39,3.0
484303,WA,2013,0,1,22,0.0
484321,NJ,2013,0,1,73,67.0
484330,KY,2013,0,1,5,3.0
484349,IN,2013,0,1,41,39.0
484358,TN,2013,0,1,65,64.0
484367,CA,2013,0,1,40,40.0
484376,CA,2013,0,1,77,77.0
484385,NY,2013,0,1,142,134.0
484394,UT,2013,0,1,48,46.0
484598,TN,2013,0,1,9,8.0
484604,TX,2013,0,1,367,319.0
484613,AZ,2013,0,1,10758,10118.0
484622,AR,2013,0,1,39,36.0
484631,CA,2013,0,1,307,291.0
484640,CO,2013,0,1,19,17.0
484668,FL,2013,0,1,105,100.0
484677,GA,2013,0,1,136,130.0
484686,LA,2013,0,1,46,44.0
484695,MI,2013,0,1,70,68.0
484701,MO,2013,0,1,57,57.0
484710,NV,2013,0,1,43,40.0
484729,NC,2013,0,1,41,40.0
484738,OK,2013,0,1,25,22.0
484747,TN,2013,0,1,138,130.0
484756,TX,2013,0,1,174,165.0
484765,VA,2013,0,1,14,14.0
484783,PA,2013,0,1,46,43.0
484826,WA,2013,0,1,64,10.0
484871,NY,2013,0,1,22,8.0
484899,AZ,2013,0,1,114,91.0
484905,TX,2013,0,1,121,101.0
484923,VA,2013,0,1,6,3.0
484950,OR,2013,0,1,7,7.0
484996,TX,2013,0,1,88,85.0
485014,NY,2013,0,1,11,11.0
485032,OH,2013,0,1,19,17.0
485111,GA,2013,0,1,1433,1362.0
485120,GA,2013,0,1,0,
485139,IL,2013,0,1,61,43.0
485166,OR,2013,0,1,31,0.0
485193,GA,2013,0,1,7,7.0
485236,PA,2013,0,1,6,0.0
485263,CA,2013,0,1,265,255.0
485281,TX,2013,0,1,1,1.0
485306,AZ,2013,0,1,66,52.0
485342,FL,2013,0,1,80,55.0
485351,FL,2013,0,1,113,69.0
485379,FL,2013,0,1,27,20.0
485388,FL,2013,0,1,75,59.0
485397,PA,2013,0,1,54,49.0
485412,CA,2013,0,1,31,29.0
485458,GA,2013,0,1,155,138.0
110778,CA,2014,0,1,0,
114637,CA,2014,0,1,10,4.0
135559,FL,2014,0,1,0,
155308,KS,2014,0,1,1,1.0
172680,MI,2014,0,1,0,
189990,NY,2014,0,1,65,48.0
191409,NY,2014,0,1,70,60.0
199670,NC,2014,0,1,47,39.0
262165,MT,2014,0,1,14,0.0
373456,LA,2014,0,1,17,17.0
401764,IL,2014,0,1,29,26.0
408729,PA,2014,0,1,32,31.0
439394,FL,2014,0,1,0,
452887,OH,2014,0,1,71,62.0
452984,OH,2014,0,1,0,
455664,CA,2014,0,1,0,
459222,CA,2014,0,1,0,
475398,WV,2014,0,1,0,
479585,MI,2014,0,1,0,
479600,OR,2014,0,1,29,26.0
479628,IN,2014,0,1,42,42.0
479637,GA,2014,0,1,28,27.0
479646,KS,2014,0,1,17,15.0
479655,IL,2014,0,1,43,42.0
479664,OH,2014,0,1,0,
480657,KS,2014,0,1,4,4.0
480754,MI,2014,0,1,9,6.0
480921,AR,2014,0,1,26,25.0
481252,FL,2014,0,1,14,14.0
481261,UT,2014,0,1,7,7.0
481270,MD,2014,0,1,6,6.0
481304,NY,2014,0,1,77,59.0
481401,TX,2014,0,1,0,
481492,GA,2014,0,1,84,80.0
481623,TX,2014,0,1,54,43.0
481632,FL,2014,0,1,220,211.0
481720,NC,2014,0,1,18,17.0
481766,MO,2014,0,1,11,11.0
481890,KY,2014,0,1,41,29.0
481915,MO,2014,0,1,35,35.0
481988,MO,2014,0,1,63,60.0
482033,ID,2014,0,1,123,94.0
482255,NV,2014,0,1,26,26.0
482352,MO,2014,0,1,0,
482389,OR,2014,0,1,0,
482510,MI,2014,0,1,4,4.0
482529,MN,2014,0,1,1,1.0
482592,OR,2014,0,1,2,1.0
482662,WA,2014,0,1,4,4.0
482671,WI,2014,0,1,2,2.0
482705,MA,2014,0,1,0,
482981,TX,2014,0,1,118,118.0
482990,AZ,2014,0,1,74,74.0
483221,CA,2014,0,1,288,0.0
483230,CA,2014,0,1,52,21.0
483258,IL,2014,0,1,23,21.0
483276,OK,2014,0,1,16,15.0
483328,IL,2014,0,1,36,31.0
483337,SC,2014,0,1,40,36.0
483346,PA,2014,0,1,5,5.0
483355,LA,2014,0,1,105,104.0
483364,LA,2014,0,1,68,68.0
483373,CA,2014,0,1,14,12.0
483382,NY,2014,0,1,223,132.0
483425,NC,2014,0,1,7,5.0
483443,CA,2014,0,1,0,
483470,FL,2014,0,1,91,91.0
483504,MI,2014,0,1,52,50.0
483513,TX,2014,0,1,36,17.0
483522,OK,2014,0,1,11,3.0
483568,RI,2014,0,1,39,33.0
483610,CA,2014,0,1,64,55.0
483629,IN,2014,0,1,196,192.0
483638,GA,2014,0,1,40,0.0
483647,OH,2014,0,1,41,15.0
483665,OK,2014,0,1,15,13.0
483692,FL,2014,0,1,115,46.0
483708,NY,2014,0,1,570,94.0
483717,OK,2014,0,1,21,13.0
483726,VA,2014,0,1,13,10.0
483735,TX,2014,0,1,25,16.0
483744,TN,2014,0,1,32,32.0
483753,PA,2014,0,1,82,47.0
483780,VA,2014,0,1,15,0.0
483799,WI,2014,0,1,8,6.0
483805,VA,2014,0,1,78,57.0
483814,VA,2014,0,1,257,173.0
483823,PA,2014,0,1,197,188.0
483841,NY,2014,0,1,79,79.0
483850,NY,2014,0,1,16,16.0
483869,FL,2014,0,1,48,35.0
483878,CA,2014,0,1,50,28.0
483887,TN,2014,0,1,36,21.0
483896,FL,2014,0,1,2,2.0
483902,FL,2014,0,1,93,89.0
483911,IL,2014,0,1,14,14.0
483920,OH,2014,0,1,35,32.0
483939,LA,2014,0,1,10,9.0
483948,LA,2014,0,1,26,26.0
483957,CA,2014,0,1,29,21.0
483966,NV,2014,0,1,73,66.0
483984,IL,2014,0,1,8,7.0
484002,CA,2014,0,1,20,17.0
484011,NY,2014,0,1,58,44.0
484020,NC,2014,0,1,6,6.0
484039,FL,2014,0,1,8,8.0
484048,TX,2014,0,1,11,10.0
484057,MA,2014,0,1,39,9.0
484066,KY,2014,0,1,146,110.0
484075,FL,2014,0,1,3,3.0
484084,IL,2014,0,1,67,33.0
484093,MI,2014,0,1,3,3.0
484109,IN,2014,0,1,39,27.0
484118,MI,2014,0,1,4,3.0
484127,CT,2014,0,1,47,32.0
484136,TX,2014,0,1,47,17.0
484154,TX,2014,0,1,130,95.0
484163,AZ,2014,0,1,54,51.0
484172,FL,2014,0,1,48,48.0
484190,LA,2014,0,1,10,9.0
484206,CA,2014,0,1,21,0.0
484303,WA,2014,0,1,1,0.0
484321,NJ,2014,0,1,109,95.0
484330,KY,2014,0,1,38,35.0
484349,IN,2014,0,1,118,103.0
484358,TN,2014,0,1,235,211.0
484367,CA,2014,0,1,101,101.0
484376,CA,2014,0,1,306,298.0
484385,NY,2014,0,1,311,300.0
484394,UT,2014,0,1,90,44.0
484598,TN,2014,0,1,13,11.0
484604,TX,2014,0,1,397,348.0
484613,AZ,2014,0,1,10852,9801.0
484622,AR,2014,0,1,0,
484631,CA,2014,0,1,188,177.0
484640,CO,2014,0,1,1,0.0
484668,FL,2014,0,1,20,15.0
484677,GA,2014,0,1,42,40.0
484686,LA,2014,0,1,8,8.0
484695,MI,2014,0,1,33,31.0
484701,MO,2014,0,1,3,3.0
484710,NV,2014,0,1,28,27.0
484729,NC,2014,0,1,4,3.0
484738,OK,2014,0,1,0,
484747,TN,2014,0,1,23,20.0
484756,TX,2014,0,1,59,52.0
484765,VA,2014,0,1,4,3.0
484783,PA,2014,0,1,18,17.0
484826,WA,2014,0,1,61,20.0
484871,NY,2014,0,1,34,32.0
484899,AZ,2014,0,1,135,97.0
484905,TX,2014,0,1,115,103.0
484923,VA,2014,0,1,12,8.0
484950,OR,2014,0,1,89,76.0
484996,TX,2014,0,1,62,58.0
485014,NY,2014,0,1,40,36.0
485032,OH,2014,0,1,26,24.0
485111,GA,2014,0,1,1557,1492.0
485120,GA,2014,0,1,40,0.0
485139,IL,2014,0,1,82,78.0
485166,OR,2014,0,1,61,25.0
485193,GA,2014,0,1,8,8.0
485236,PA,2014,0,1,6,4.0
485263,CA,2014,0,1,92,82.0
485281,TX,2014,0,1,1,0.0
485306,AZ,2014,0,1,42,31.0
485342,FL,2014,0,1,49,37.0
485351,FL,2014,0,1,128,89.0
485379,FL,2014,0,1,41,19.0
485388,FL,2014,0,1,62,44.0
485397,PA,2014,0,1,64,57.0
485412,CA,2014,0,1,30,25.0
485458,GA,2014,0,1,110,105.0
110778,CA,2015,0,1,0,
114637,CA,2015,0,1,15,5.0
135559,FL,2015,0,1,14,13.0
155308,KS,2015,0,1,3,3.0
172680,MI,2015,0,1,14,12.0
189990,NY,2015,0,1,41,20.0
191409,NY,2015,0,1,51,42.0
199670,NC,2015,0,1,72,50.0
373456,LA,2015,0,1,8,8.0
401764,IL,2015,0,1,38,32.0
408729,PA,2015,0,1,32,29.0
439394,FL,2015,0,1,0,
440396,ID,2015,0,1,129,99.0
452887,OH,2015,0,1,125,80.0
455664,CA,2015,0,1,0,
475398,WV,2015,0,1,0,
480657,KS,2015,0,1,4,4.0
480921,AR,2015,0,1,15,15.0
481401,TX,2015,0,1,0,
481720,NC,2015,0,1,12,12.0
481766,MO,2015,0,1,10,9.0
481890,KY,2015,0,1,46,33.0
481915,MO,2015,0,1,35,34.0
481988,MO,2015,0,1,45,42.0
482033,ID,2015,0,1,51,43.0
482255,NV,2015,0,1,42,37.0
482705,MA,2015,0,1,0,
482981,TX,2015,0,1,80,70.0
482990,AZ,2015,0,1,108,108.0
483221,CA,2015,0,1,203,0.0
483230,CA,2015,0,1,50,39.0
483258,IL,2015,0,1,19,19.0
483276,OK,2015,0,1,25,25.0
483328,IL,2015,0,1,38,32.0
483337,SC,2015,0,1,40,34.0
483346,PA,2015,0,1,5,5.0
483355,LA,2015,0,1,65,65.0
483364,LA,2015,0,1,58,56.0
483373,CA,2015,0,1,24,19.0
483382,NY,2015,0,1,158,103.0
